club,last_name,first_name,position,base_salary,guaranteed_compensation,year
HOU,Ustruck,Erik,F,20100.0,20100.0,2009
SEA,Vagenas,Peter,M,158400.0,158400.0,2009
LA,Valentin,Julian,D,36000.0,36000.0,2009
COL,Valentino,Rob,D,39600.0,57100.0,2009
DAL,Van Den Bergh,Dave,M,210000.0,227000.0,2009
DC,Vaughn,Lawson,D,34650.0,34650.0,2009
CHV,Victorine,Sasha,M,125000.0,135000.0,2009
NE,Videira,Michael,M,34000.0,34000.0,2009
TFC,Vitti,Pablo,M-F,288000.0,303000.0,2009
DAL,Wagner,Blake,D,50930.0,63430.0,2009
SEA,Wahl,Tyson,D,34650.0,34650.0,2009
HOU,Waibel,Craig,D,77008.8,77008.8,2009
DC,Wallace,Rodney,M-D,55000.0,104000.0,2009
DAL,Wallace,Anthony,D-M,75000.0,108000.0,2009
CHI,Ward,Tim,D,45000.0,45000.0,2009
CHI,Washington,Austin,D,20100.0,20100.0,2009
KC,Watson,Lance,M,34000.0,34000.0,2009
HOU,Weaver,Cam,F,64980.0,73230.0,2009
SJ,Weber,Andrew,GK,37500.0,37500.0,2009
TFC,White,O'Brian,F,36000.0,113000.0,2009
DC,Wicks,Josh,GK,42000.0,42000.0,2009
RSL,Williams,Andy,M,84000.0,84000.0,2009
RSL,Wingert,Chris,D,105000.0,105000.0,2009
KC,Wolff,Josh,F,200004.0,200004.0,2009
NY,Wolyniec,John,F,80000.0,80000.0,2009
SJ,Wondolowski,Chris,M,34650.0,34650.0,2009
CHI,Woolard,Daniel,D,34000.0,34000.0,2009
TFC,Wynne,Marvell,D,57000.0,159500.0,2009
SJ,Zaher,Michael,D,20100.0,20100.0,2009
SEA,Zakuani,Steve,F,65000.0,163000.0,2009
CHV,Zamora,Cesar,M,20100.0,20100.0,2009
CLB,Zayner,Jed,D,39930.0,47430.0,2009
NY,Zimmerman,Nick,D,20100.0,20100.0,2009
KC,Zusi,Graham,F-M,34008.0,34008.0,2009
NY,Agudelo,Juan,F,40000.0,70000.0,2010
KC,Aiyegbusi,Olukorede,D,40000.0,40000.0,2010
COL,Akpan,Andre,F,40000.0,65000.0,2010
NY,Albright,Chris,D,84000.0,84000.0,2010
DAL,Alexander,Eric,M,40000.0,40000.0,2010
RSL,Alexandre,Jean,M,40000.0,40000.0,2010
DC,Allsopp,Danny,F,180000.0,217500.0,2010
SEA,Alonso,Osvaldo,M,67925.0,68737.5,2010
NE,Alston,Kevin,D,75000.0,124000.0,2010
SJ,Alvarez,Arturo,M-F,183338.0,192675.5,2010
COL,Amarikwa,Quincy,F,40000.0,40000.0,2010
NY,Angel,Juan Pablo,F,1620000.0,1918000.0,2010
HOU,Appiah,Samuel,M,40000.0,40000.0,2010
KC,Arnaud,Davy,M,220000.0,228750.0,2010
PHI,Arrieta,Christian,D,60000.0,64500.0,2010
HOU,Ashe,Corey,M,40000.0,40000.0,2010
TFC,Attakora-Gyan,Nana,D,40000.0,40000.0,2010
KC,Auvray,Stephane,M,140000.0,148125.0,2010
DAL,Avila,Eric,M,75000.0,108000.0,2010
COL,Ballouchy,Mehdi,M,88800.0,88800.0,2010
CHI,Banner,Michael,D,40000.0,40000.0,2010
DC,Barklage,Brandon,M-F,40000.0,40000.0,2010
NE,Barnes,Darrius,D,55000.0,56250.0,2010
TFC,Barrett,Chad,F,205000.0,212500.0,2010
CLB,Barros Schelotto,Guillermo,M-F,140000.0,241250.0,2010
COL,Baudet,Julien,D,168000.0,181750.0,2010
KC,Beasley,Jamar,M,40000.0,40000.0,2010
RSL,Beckerman,Kyle,M,250000.0,250000.0,2010
LA,Beckham,David,M,5500000.08,6500000.04,2010
SJ,Beitashour,Steven,D,40000.0,40000.0,2010
RSL,Beltran,Anthony,D,75000.0,110500.0,2010
DAL,Benitez,Jair,D,42000.0,63250.0,2010
LA,Berhalter,Gregg,D,180000.0,198750.0,2010
KC,Besler,Matt,D,50600.0,61850.0,2010
LA,Birchall,Chris,M,132000.0,145125.0,2010
NE,Boggs,Zak,F-M,40000.0,40000.0,2010
CHI,Bone,Corben,M,75000.0,136200.0,2010
RSL,Borchers,Nat,D,140000.0,147500.0,2010
CHV,Borja,Carlos,M,40000.0,40000.0,2010
NY,Borman,Danleigh,M,40000.0,40000.0,2010
CHV,Bornstein,Jonathan,D,100000.0,100000.0,2010
DC,Boskovic,Branko,M,380000.0,516200.0,2010
SEA,Boss,Terry,GK,40000.0,42500.0,2010
HOU,Boswell,Robert,D,190000.0,190000.0,2010
LA,Bowen,Tristan,F,70000.0,101363.63,2010
NY,Boyens,Andrew,D,57005.0,62005.0,2010
CHV,Braun,Justin,F,65000.0,67500.0,2010
CHI,Brown,C.J.,D,95760.0,100560.0,2010
CLB,Brunner,Eric,D,40000.0,40000.0,2010
LA,Buddle,Edson,F,178448.0,188448.0,2010
KC,Bunbury,Teal,F,65000.0,163000.0,2010
DC,Burch,Marc,D,79000.0,81500.0,2010
SJ,Burling,Bobby,D,40000.0,40000.0,2010
CLB,Burns,Kevin,M,40000.0,40000.0,2010
NE,Burpo,Preston,GK,70000.0,70000.0,2010
SJ,Busch,Jon,GK,84000.0,90800.0,2010
PHI,Califf,Daniel,D,250000.0,250000.0,2010
HOU,Cameron,Geoff,M,40000.0,40000.0,2010
RSL,Campos,Pablo,F,78750.0,83596.72,2010
TFC,Cann,Adrian,D,56592.0,65342.0,2010
SJ,Cannon,Joe,GK,190000.0,200256.25,2010
CHI,Carr,Calen,F,71250.0,75500.0,2010
PHI,Carreiro,Fred,M-F,250000.0,282000.0,2010
CLB,Carroll,Brian,M,140569.0,144319.0,2010
COL,Casey,Conor,F,350000.0,350000.0,2010
CHI,Castillo,Nery,M-F,1400004.0,1788060.5,2010
COL,Ceus,Steward,GK,40000.0,40000.0,2010
HOU,Chabala,Michael,M,40000.0,40000.0,2010
DAL,Chavez,Marvin,M,60000.0,70000.0,2010
KC,Chhetri,Sunil,F,100008.0,110008.0,2010
CHV,Chijindu,Chukwudi,M,40000.0,40000.0,2010
HOU,Ching,Brian,F,350000.0,350000.0,2010
NY,Chinn,Conor,F,40000.0,40000.0,2010
NY,Chirgadze,Giorgi,F,40000.0,40000.0,2010
COL,Clark,Colin,M,89250.0,94250.0,2010
HOU,Cochrane,Ryan,D,100000.0,100000.0,2010
NE,Colaluca,Nico,M,100000.0,133000.0,2010
CHI,Conde,Wilman,D,180000.0,200000.0,2010
KC,Conrad,Jimmy,D,232750.0,244000.0,2010
SJ,Convey,Bobby,M,285000.0,307500.0,2010
TFC,Conway,Jon,GK,60000.0,69833.33,2010
SJ,Corrales,Ramiro,M,150000.0,160625.0,2010
PHI,Coudet,Eduardo,M,180000.0,185000.0,2010
NY,Coundoul,Bouna,GK,155000.0,156250.0,2010
DC,Cristman,Adam,F,40000.0,40000.0,2010
SJ,Cronin,Sam,M,57500.0,105500.0,2010
HOU,Cruz,Danny,M,75000.0,118000.0,2010
CHV,Cuesta,Yamin,D,42000.0,44500.0,2010
COL,Cummings,Omar,F,71500.0,80250.0,2010
DAL,Cunningham,Jeffrey,F,220000.0,230125.0,2010
NY,Da Luz,Austin,M,40000.0,52125.0,2010
SJ,Da Silva,Eduardo,F,48000.0,48000.0,2010
DAL,Davies,Kyle,D,57500.0,57500.0,2010
HOU,Davis,Brad,M,215000.04,258062.54,2010
TFC,de Guzman,Julian,M,1670796.0,1717546.0,2010
LA,DeLaGarza,AJ,D,45100.0,45100.0,2010
CHV,Delgado,Dario,D,42000.0,42000.0,2010
HOU,Deric,Tyler,GK,40000.0,40000.0,2010
TFC,DeRosario,Dwayne,M,375000.0,443750.0,2010
CHI,Dimitrov,Stefan,F,40000.0,40000.0,2010
KC,Diop,Ibrahim,M,57000.0,58250.0,2010
LA,Donovan,Landon,F,2050000.0,2127777.78,2010
LA,Dos Santos Cazumba,Alex,D,70000.0,80000.0,2010
NE,Dube,Mkhokheli,F,80000.0,89000.0,2010
CLB,Duka,Dilaver,M,80000.0,213000.0,2010
LA,Dunivant,Todd,D,120000.0,126750.0,2010
CHI,Dykstra,Andrew,GK,40000.0,40000.0,2010
COL,Earls,Danny,D-M,40000.0,41250.0,2010
DAL,Edward,Edson,D,40000.0,40000.0,2010
CLB,Ekpo,Emmanuel,M,155000.0,177250.0,2010
RSL,Espindola,Fabian,F,75000.0,75000.0,2010
CHV,Espinoza,Rodolfo,M,216000.0,218500.0,2010
KC,Espinoza,Roger,M,75000.0,108750.0,2010
SEA,Estrada,David,F,40000.0,40000.0,2010
SEA,Evans,Brad,F,110000.0,123750.0,2010
SEA,Fernandez,Alvaro,M,300000.0,300000.0,2010
DAL,Ferreira,David,M-F,300000.0,300000.0,2010
RSL,Findley,Robert,F,73566.0,87316.0,2010
CHV,Flores,Jorge,F,40000.0,40000.0,2010
CLB,Francis,Shaun,D,40000.0,40000.0,2010
LA,Franklin,Sean,D,73535.0,87285.0,2010
TFC,Frei,Stefan,GK,80000.0,135000.0,2010
SEA,Fucito,Michael,MF,40000.0,40000.0,2010
TFC,Gala,Gabe,D-M,40000.0,40000.0,2010
CHV,Galindo,Maykel,F,96498.0,96498.0,2010
NY,Garcia,Irving,M,40000.0,40000.0,2010
TFC,Garcia,Nick,D,190000.0,198750.0,2010
CLB,Garey,Jason,F,75000.0,76250.0,2010
TFC,Gargan,Daniel,M,40000.0,40000.0,2010
CLB,Gaven,Eddie,M-F,190575.0,190575.0,2010
CHV,Gavin,Blair,M,50000.0,69000.0,2010
NE,Gibbs,Cory,D,121000.0,128142.86,2010
RSL,Gil,Luis,M,85500.0,180583.33,2010
SJ,Gjertsen,Joey,M,65000.0,73625.0,2010
SJ,Glen,Cornell,F,85000.0,99875.0,2010
,Goldthwaite,Kevin,D,120000.0,129000.0,2010
LA,Gomes,Juninho,M,70000.0,80000.0,2010
TFC,Gomez,Emmanuel,D,40000.0,45600.0,2010
DAL,Goncalves,Jackson,D,64620.0,75870.0,2010
LA,Gonzalez,Omar,D,80000.0,157000.0,2010
PHI,Gonzalez,Juan Diego,D,180000.0,184462.5,2010
RSL,Gonzalez,Nelson,M-F,40008.0,40008.0,2010
SEA,Gonzalez,Leonardo,D,72000.0,72000.0,2010
CHV,Gordon,Alan,F,87731.0,87731.0,2010
RSL,Grabavoy,Ned,M,105000.0,105000.0,2010
SEA,Graham,Taylor,D,57750.0,57750.0,2010
DC,Graye,Jordan,D,40000.0,40000.0,2010
CLB,Griffit,Leandre,M,40008.0,40008.0,2010
NE,Griffiths,Jason,M,40000.0,40000.0,2010
CLB,Gruenebaum,Andy,GK,40000.0,40000.0,2010
DAL,Guarda,Bruno,M,75000.0,105000.0,2010
Pool,Guppy,Kevin,GK,40000.0,40000.0,2010
HOU,Hainault,Andrew,D,110000.0,123125.0,2010
HOU,Hall,Tally,GK,60000.0,69375.0,2010
NY,Hall,Jeremy,M,75000.0,124000.0,2010
DC,Hamid,Bill,GK,40000.0,46666.66,2010
TFC,Harden,Ty,D,40000.0,40000.0,2010
KC,Harrington,Michael,M-D,78516.0,97266.0,2010
DAL,Harris,Atiba,M-F,68970.0,71970.0,2010
DAL,Hartman,Kevin,GK,75000.0,80000.0,2010
PHI,Harvey,Jordan,D,55000.0,56250.0,2010
CLB,Hejduk,Frankie,M,120000.0,127500.0,2010
NY,Henry,Thierry,F,5000000.04,5600000.04,2010
KC,Hercegfalvi,Zoltan,F,168000.0,168000.0,2010
DAL,Hernandez,Daniel,M-D,100000.0,112500.0,2010
DAL,Hernandez,Moises,D,31260.0,31260.0,2010
DC,Hernandez,Pablo,F,240000.0,249090.91,2010
SJ,Hernandez,Jason,D,125000.0,125000.0,2010
TFC,Herold,Zachary,D,60000.0,109166.67,2010
CLB,Hesmer,William,GK,125000.0,136000.0,2010
KC,Hohlbein,Aaron,D,40000.0,40000.0,2010
COL,Holody,Mike,D,40000.0,40000.0,2010
RSL,Horst,David,D,40000.0,40000.0,2010
Pool,Horwath,Alex,GK,40000.0,40000.0,2010
TFC,Hscanovics,Raivis,D,114000.0,120250.0,2010
SEA,Hurtado,John Kennedy,D,120000.0,121000.0,2010
CHI,Husidic,Baggio,M,75000.0,117000.0,2010
SEA,Ianni,Patrick,D,75600.0,75600.0,2010
TFC,Ibrahim,Fuad,F,100000.0,133000.0,2010
DAL,Ihemelu,Ugo,D,150000.0,150000.0,2010
CLB,Iro,Andy,D,52360.0,71110.0,2010
PHI,Jacobson,Andrew,M,40000.0,40000.0,2010
DC,Jakovic,Dejan,D,147600.0,167102.5,2010
DC,James,Julius,D,52085.0,61460.0,2010
NE,Jankauskas,Edgaras,F,240000.0,240000.0,2010
SEA,Jaqua,Nate,F,150000.0,157000.0,2010
SJ,Jassey,Omar,M,42000.0,47500.0,2010
CHV,Jazic,Ante,D,105000.0,113500.0,2010
KC,Jewsbury,Jack,D,145000.0,154125.0,2010
CHI,John,Collins,F,160000.0,181875.0,2010
DAL,John,George,D,40000.0,40000.0,2010
CHI,Johnson,Sean,GK,55000.0,88000.0,2010
RSL,Johnson,Will,F,76320.0,89891.43,2010
SJ,Johnson,Ryan,M,125000.0,125000.0,2010
LA,Jordan,Bryan,F,40000.0,40000.0,2010
NE,Joseph,Shalrie,M,450000.0,475000.0,2010
TFC,Joseph,Nane,M,40000.0,40000.0,2010
COL,Joyce,Ian,GK,54000.0,54000.0,2010
KC,Kamara,Kei,F,180000.0,182500.0,2010
NY,Kandji,Macoumba,F,85000.0,112988.37,2010
SEA,Keller,Kasey,GK,300000.0,300000.0,2010
CHV,Kennedy,Dan,GK,54996.0,54996.0,2010
COL,Kimura,Kosuke,D,57750.0,57750.0,2010
DC,King,Stephen,M,40000.0,40000.0,2010
CHI,Kinney,Steven,D,40000.0,40000.0,2010
LA,Kirovski,Jovan,F,84000.0,84000.0,2010
LA,Klein,Chris,M,96000.0,101000.0,2010
PHI,Knighton,Brad,GK,40000.0,40000.0,2010
TFC,Kocic,Milos,GK,40000.0,40000.0,2010
KC,Kounenakis,Nick,D,60000.0,70000.0,2010
LA,Kovalenko,Dema,M,136500.0,144118.75,2010
CHI,Krol,Krzystof,D,100000.0,100000.0,2010
KC,Kronberg,Eric,GK,56000.0,56000.0,2010
COL,LaBauex,Ross,M,40000.0,40000.0,2010
TFC,LaBrocca,Nick,M,77000.0,79500.0,2010
CHV,Lahoud,Michael,M,45100.0,54475.0,2010
DAL,Lambo,Josh,GK,75000.0,108000.0,2010
COL,Larentowicz,Jeff,D,150000.0,150000.0,2010
PHI,Le Toux,Sebastian,M,110000.0,122000.0,2010
KC,Leathers,Jonathan,D,40000.0,40000.0,2010
SJ,Leitch,Chris,D,101000.0,101000.0,2010
CLB,Lenhart,Steven,F,40000.0,42333.34,2010
SEA,Levesque,Roger,F,40000.08,40000.08,2010
LA,Lewis,Eddie,M,96000.0,99333.33,2010
DAL,Leyva,Bryan,M,45000.0,60833.33,2010
CHV,Lillingston,Eduardo,F,100000.0,100000.0,2010
NE,Linck,Roberto,F-M,40000.08,40000.08,2010
NY,Lindpere,Joel,M,80000.0,115000.0,2010
CHI,Ljungberg,Fredrik,M,1300000.0,1314000.0,2010
COL,Lopez,Claudio,F,120000.0,120000.0,2010
CHI,Lowry,Peter,F-M,40000.0,40000.0,2010
DAL,Loyd,Zach,M,40000.0,57125.0,2010
SJ,Luiz Moreira,Andre,M,60000.0,60000.0,2010
DAL,Luna,Ruben,F,45000.0,47000.0,2010
LA,Magee,Mike,F,93500.0,96000.0,2010
CHV,Maldonado,Giancarlo,F,204000.0,204000.0,2010
NE,Mansally,Kenny,F-M,65000.0,72500.0,2010
PHI,Mapp,Justin,M,162000.0,170333.33,2010
DAL,Marosevic,Peri,F,75000.0,124000.0,2010
NY,Marquez,Rafael,D,5544000.0,5544000.0,2010
CLB,Marshall,Chad,D,250000.0,320000.0,2010
LA,Marshall,Yohance,D,40000.0,40000.0,2010
SEA,Marshall,Tyrone,D,165375.0,169125.0,2010
TFC,Martinez,"Miguel ""Mista""",F,968736.0,987337.5,2010
COL,Mastroeni,Pablo,M-D,255000.0,300500.0,2010
CHV,Mayen,Gerson,M,40000.0,40000.0,2010
CHI,McBride,Brian,F,378000.0,403333.33,2010
DAL,McCarty,Dax,M,145000.0,165000.0,2010
SJ,McDonald,Brandon,M,40000.0,40000.0,2010
PHI,McInerney,Jack,F,52250.0,116416.67,2010
RSL,McKenzie,Rauwshan,D,40000.0,40000.0,2010
DC,McTavish,Devon,D-M,70000.0,72500.0,2010
RSL,Melia,Tim,GK,40000.0,40000.0,2010
NY,Mendes,Carlos,D,89250.0,92375.0,2010
CLB,Mendoza,Andres,F,216000.0,240833.33,2010
PHI,Miglioranzi,Stefani,M,125000.0,148125.0,2010
NY,Miller,Roy,M,99996.0,99996.0,2010
CLB,Moffat,Adam,M,50400.0,50400.0,2010
SEA,Montano,Miguel,F,40008.0,40008.0,2010
SEA,Montero,Fredy,F,180000.0,180000.0,2010
COL,Moor,Drew,D,145200.0,162388.89,2010
RSL,Morales,Javier,M,200000.0,252500.0,2010
DC,Moreno,Jaime,F,160000.0,185000.0,2010
PHI,Moreno,Alejandro,F,145000.0,158125.0,2010
SJ,Morrow,Justin,D,40000.0,40000.0,2010
DC,Morsink,Kurt,M,40000.0,40000.0,2010
HOU,Mullan,Brian,M,180500.0,189812.5,2010
HOU,Mulrooney,Richard,M,120000.0,125000.0,2010
NE,Murray,Tim,GK,40000.0,40000.0,2010
PHI,Mwanga,Danny,F,100000.0,206250.0,2010
KC,Myers,Chance,D-M,70000.0,142000.0,2010
CHV,Nagamura,Paulo,M,192000.0,197500.0,2010
DC,Najar,Andy,M-F,39000.0,58995.83,2010
PHI,Nakazawa,Kyle,M,40000.0,40000.0,2010
HOU,Navas,Francisco,M,40000.0,40000.0,2010
HOU,Ngwenya,Joseph,M/F,72000.0,72000.0,2010
KC,Nielsen,Jimmy,GK,100000.0,141666.67,2010
NY,Nielsen,Brian,M,156000.0,156000.0,2010
RSL,Nimo,Alex,F-M,75000.0,108000.0,2010
SEA,Nkufo,Blaise,F,480000.0,480000.0,2010
SEA,Noonan,Pat,F,96000.0,96000.0,2010
PHI,Noone,JT,M,40012.08,40012.08,2010
CHI,Nyarko,Patrick,F,80000.0,160000.0,2010
NE,Nyassi,Sainey,M,70000.0,76750.0,2010
SEA,Nyassi,Sanna,M,40000.0,40000.0,2010
HOU,Obodai,Anthony,M,96000.0,112666.67,2010
COL,O'Brien,Ciaran,M,75000.0,108750.0,2010
HOU,Oduro,Dominic,F,40000.0,40000.0,2010
PHI,Okugo,Amobi,M,75000.0,158000.0,2010
RSL,Olave,Jamison,D,225000.0,240000.0,2010
HOU,Onstad,Patrick,GK,164000.0,172333.33,2010
SJ,Opara,Ike,D,80000.0,165900.0,2010
CLB,O'Rourke,Danny,D,110000.0,122500.0,2010
PHI,Orozco,Michael,D,150000.0,200000.0,2010
NE,Osei,Emmanuel,D,47250.0,52875.0,2010
CLB,Oughton,Duncan,D,40000.0,40000.0,2010
CHV,Padilla,Jesus Andres,F,48000.0,48000.0,2010
CLB,Padula,Gino,D,165000.0,190000.0,2010
COL,Palguta,Scott,D,57750.0,57750.0,2010
HOU,Palmer,Lovel,M,60000.0,71250.0,2010
CHI,Pappa,Marco,M,108000.0,108000.0,2010
SEA,Parke,Jeff,D,99999.96,99999.96,2010
CHI,Pause,Logan,M,160000.0,168125.0,2010
DAL,Pearce,Heath,D,198000.0,207500.0,2010
DC,Pena,Juan,D,40000.0,40000.0,2010
LA,Perk,Brian,GK,52250.0,86350.0,2010
DC,Perkins,Troy,GK,200000.0,205000.0,2010
NE,Perovic,Marko,M,180000.0,190000.0,2010
TFC,Peterson,Jacob,F,125000.0,143000.0,2010
NY,Petke,Mike,D,95000.0,95000.0,2010
NE,Phelan,Pat,M,40000.0,40000.0,2010
COL,Pickens,Matt,GK,135000.0,137500.0,2010
DC,Pontius,Chris,M-F,100000.0,100000.0,2010
DC,Quaranta,Santino,M-F,105000.0,107500.0,2010
DC,Quinn,Andrew,GK,40008.0,40008.0,2010
NY,Ream,Tim,D,40000.0,40000.0,2010
NE,Reis,Matt,GK,182011.0,182011.0,2010
CLB,Renteria,Emilio,F,108000.0,109875.0,2010
RSL,Reynish,Kyle,GK,40000.0,40000.0,2010
LA,Ribeiro Da Silva,Leonardo,D,70000.0,80000.0,2010
DC,Rice,Barry,D,40000.0,40000.0,2010
NY,Richards,Dane,M-F,135000.0,146500.0,2010
LA,Ricketts,Donovan,GK,160000.0,160000.0,2010
SEA,Riley,James,D,72450.0,76075.0,2010
RSL,Rimando,Nick,GK,120000.0,131000.0,2010
SJ,Ring,Brad,M,40000.0,40000.0,2010
CHI,Robinson,Dasan,D,49200.0,49200.0,2010
HOU,Robinson,Eddie,D,135000.0,145000.0,2010
NY,Robinson,Carl,M,300000.0,315000.0,2010
KC,Rocastle,Craig,M,96000.0,102062.5,2010
DAL,Rodriguez,Milton,F,84000.0,114000.0,2010
CLB,Rogers,Robbie,M-F,115000.0,115000.0,2010
CHV,Romero,Osael,M,80000.0,85500.0,2010
RSL,Russell,Robbie,D-M,114000.0,119751.43,2010
RSL,Saborio,Alvaro,F,120000.0,128125.0,2010
DAL,Sala,Dario,GK,160000.0,178125.0,2010
PHI,Salinas,Shea,M,40000.0,40000.0,2010
NY,Salou,Ibrahim,F,264000.0,264000.0,2010
TFC,Santos,Maicon,F,93000.0,93000.0,2010
TFC,Sanyang,Amadou,D,40000.0,46555.55,2010
CHV,Saragosa,Marcelo,D-M,130000.0,134285.71,2010
TFC,Saric,Martin,M,90000.0,90000.0,2010
NY,Sassano,Luke,M-D,40000.0,40000.0,2010
LA,Saunders,Josh,GK,57475.0,60608.75,2010
NE,Schilawski,Zack,F,40000.0,42500.0,2010
RSL,Schuler,Chris,D,40000.0,40000.0,2010
COL,Schunk,Ross,F,40000.0,40000.0,2010
SEA,Scott,Zach,D,42008.0,42008.0,2010
SJ,Sealy,Scott,F,138000.0,145000.0,2010
SEA,Seamon,Michael,M,40000.0,40000.0,2010
CHI,Segares,Gonzalo,D,60000.0,67750.0,2010
PHI,Seitz,Chris,GK,100000.0,135500.0,2010
HOU,Serioux,Adrian,D,96000.0,96000.0,2010
LA,Sesay,Israel,F,75000.0,107083.33,2010
DC,Shanosky,Conor,D,31250.04,37135.54,2010
Pool,Sharpe,Christopher,GK,40000.0,40000.0,2010
DAL,Shea,Brek,M-D,75000.0,108000.0,2010
NE,Shuttleworth,Robert,GK,40000.0,40000.0,2010
DC,Simms,Clyde,M,165000.0,171000.0,2010
NE,Sinovic,Seth,D,40000.0,40000.0,2010
COL,Smith,Jamie,M,172800.0,182800.0,2010
KC,Smith,Ryan,M-F,125000.0,129375.0,2010
NE,Smith,Khano,M-F,50004.0,50004.0,2010
PHI,Stahl,Toni,M,40000.0,110300.0,2010
NY,Stammler,Seth,M,123900.0,123900.0,2010
LA,Stephens,Michael,M,40000.0,42500.0,2010
SJ,Stephenson,Khari,M,151500.0,167333.33,2010
NE,Stolica,Ilija,F,216000.0,221500.0,2010
SEA,Sturgis,Nathan,D-M,65000.0,69250.0,2010
NY,Sutton,Greg,GK,72000.0,76500.0,2010
DC,Talley,Carey,D,99996.0,99996.0,2010
NY,Tchani,Tony,M,75000.0,179000.0,2010
KC,Thomas,Shavar,D,145000.0,159375.0,2010
COL,Thompson,Wells,M,40000.0,48125.0,2010
CHV,Thornton,Zach,GK,145000.0,152500.0,2010
CHI,Thorrington,John,M,177000.0,189500.0,2010
NE,Tierney,Chris,D-M,40000.0,40000.0,2010
PHI,Torres,Roger,M,96000.0,99125.0,2010
CHV,Trujillo,Mariano,M,94500.0,94500.0,2010
NE,Twellman,Taylor,F,434500.0,459500.0,2010
NY,Ubiparipovic,Sinisa,M,40000.0,40000.0,2010
DAL,Ulloa,Victor,M,31260.0,31260.0,2010
CHV,Umana,Michael,D,132000.0,144312.5,2010
CHI,Umanzor,Deris,D,72000.0,72000.0,2010
TFC,Usanov,Maxim,D,96000.0,102250.0,2010
SEA,Vagenas,Peter,M,117000.0,117000.0,2010
SEA,Wahl,Tyson,D,49400.0,52300.0,2010
,Waibel,Craig,D,84710.0,84710.0,2010
COL,Wallace,Anthony,D-M,57500.0,57500.0,2010
DC,Wallace,Rodney,M-D,75000.0,124000.0,2010
SJ,Ward,Tim,D,55000.0,55000.0,2010
RSL,Warner,Collen,MF,40000.0,43750.0,2010
CHI,Watson-Siriboe,Kwame,D,40000.0,40000.0,2010
HOU,Weaver,Cam,F,85000.0,93250.0,2010
TFC,White,O'Brian,F,105000.0,182000.0,2010
DAL,Wiedeman,Andrew,F,65000.0,108000.0,2010
RSL,Williams,Andy,M,88200.0,88200.0,2010
RSL,Wingert,Chris,D,125000.0,125000.0,2010
KC,Wolff,Josh,F,220004.0,220004.0,2010
,Wolyniec,John,F,88000.0,88000.0,2010
SJ,Wondolowski,Chris,M,48000.0,48000.0,2010
COL,Wynne,Marvell,D,66500.0,171750.0,2010
DAL,Yeisley,Jason,F,40000.0,40000.0,2010
SEA,Zakuani,Steve,F,80000.0,178000.0,2010
CHV,Zamora,Cesar,M,40000.0,40000.0,2010
DC,Zayner,Jed,D,57000.0,60875.0,2010
CHV,Zemanski,Ben,M,40000.0,40000.0,2010
PHI,Zimmerman,Nick,D,40000.0,40000.0,2010
CHV,Zizzo,Sal,F,60000.0,68250.0,2010
CHV,Zotinca,Alex,D,60000.0,60000.0,2010
KC,Zusi,Graham,F-M,40000.0,40000.0,2010
COL,Ababio,Eddie,D,32604.0,32604.0,2011
PHI,Adu,Freddy,M,475884.0,594884.0,2011
RSL,Agorsor,Christopher,F,32604.0,32604.0,2011
NY,Agudelo,Juan,F,55000.0,85000.0,2011
KC,Aiyegbusi,Olukorede,D,42000.0,42000.0,2011
VAN,Akloul,Mouloud,D,150000.0,150000.0,2011
COL,Akpan,Andre,F,48000.0,48000.0,2011
NY,Albright,Chris,D,100800.0,104133.33,2011
POR,Alexander,Eric,M,46750.0,46750.0,2011
RSL,Alexandre,Jean,M,42000.0,42000.0,2011
POR,Alhassan,Kalif,M,60000.0,69250.0,2011
SEA,Alonso,Osvaldo,M,140000.0,140000.0,2011
NE,Alston,Kevin,D,100000.0,149000.0,2011
LA,Alvarado,Sean,D,32604.0,32604.0,2011
RSL,Alvarez,Arturo,M-F,192585.0,201922.5,2011
COL,Amarikwa,Quincy,F,42000.0,42000.0,2011
SJ,Ampaipitakwong,Anthony,M,32600.04,32600.04,2011
CHV,Angel,Juan Pablo,F,1000000.0,1250000.0,2011
CHI,Anibaba,Jalil,D,42000.0,82000.0,2011
CLB,Anor,Bernardo,M,42000.0,42000.0,2011
RSL,Araujo Jr.,Paulo,F,42000.0,42000.0,2011
CHV,Arias,Sergio,GK,45000.0,45000.0,2011
COL,Armstrong,David,M,42000.0,51464.29,2011
KC,Arnaud,Davy,M,250000.0,258750.0,2011
RSL,Arnoux,Cody,F,65400.0,71650.0,2011
HOU,Ashe,Corey,M,80000.0,84500.0,2011
SJ,Attakora-Gyan,Nana,D,45000.0,45000.0,2011
NY,Auvray,Stephane,M,60000.0,80000.0,2011
TFC,Avila,Eric,M,100000.0,133000.0,2011
SJ,Baca,Rafael,M,32600.0,32600.0,2011
CLB,Balchan,Rich,D,42000.0,58875.0,2011
NY,Ballouchy,Mehdi,M,125625.0,125625.0,2011
CHI,Banner,Michael,D,42000.0,42000.0,2011
DC,Barklage,Brandon,M,42000.0,43566.67,2011
NE,Barnes,Darrius,D,60500.0,61750.0,2011
CHI,Barouch,Orr,F,32600.0,32600.0,2011
LA,Barrett,Chad,F,192000.0,225333.33,2011
RSL,Beckerman,Kyle,M,219996.0,231246.0,2011
LA,Beckham,David,M,5500000.08,6500000.04,2011
SJ,Beitashour,Steven,D,42000.0,42000.0,2011
RSL,Beltran,Anthony,D,100000.0,135500.0,2011
